INFO 2024-07-12 03:56:11,517 autoreload Watching for file changes with StatReloader
DEBUG 2024-07-12 03:56:12,040 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/views/static.py first seen with mtime 1718717894.1391358
DEBUG 2024-07-12 03:56:12,040 autoreload File /usr/lib/python3.8/sre_compile.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,040 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/cache/__init__.py first seen with mtime 1718717893.9831345
DEBUG 2024-07-12 03:56:12,040 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/crispy_forms/__init__.py first seen with mtime 1718717899.4831836
DEBUG 2024-07-12 03:56:12,041 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/cache/backends/filebased.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:12,041 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/scenario.py first seen with mtime 1718717903.7232213
DEBUG 2024-07-12 03:56:12,041 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/views/autocomplete.py first seen with mtime 1718717893.1991277
DEBUG 2024-07-12 03:56:12,041 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/drawing/graphic.py first seen with mtime 1718717903.691221
DEBUG 2024-07-12 03:56:12,041 autoreload File /usr/lib/python3.8/dataclasses.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,041 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/loaders/filesystem.py first seen with mtime 1718717894.1151357
DEBUG 2024-07-12 03:56:12,042 autoreload File /usr/lib/python3.8/weakref.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,042 autoreload File /usr/lib/python3.8/gzip.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,042 autoreload File /usr/lib/python3.8/mimetypes.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,042 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/constraints.py first seen with mtime 1718717894.051135
DEBUG 2024-07-12 03:56:12,042 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/backends/base/schema.py first seen with mtime 1718717894.023135
DEBUG 2024-07-12 03:56:12,042 autoreload File /usr/lib/python3.8/asyncio/constants.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,042 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/files/temp.py first seen with mtime 1718717893.9911346
DEBUG 2024-07-12 03:56:12,043 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/translation.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:12,043 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/picture.py first seen with mtime 1718717903.679221
DEBUG 2024-07-12 03:56:12,043 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/styles/__init__.py first seen with mtime 1718717903.703221
DEBUG 2024-07-12 03:56:12,043 autoreload File /usr/lib/python3.8/asyncio/protocols.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,043 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/backports/__init__.py first seen with mtime 1718715619.2426846
DEBUG 2024-07-12 03:56:12,043 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/xlwt/antlr.py first seen with mtime 1718717905.8992407
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/sessions/models.py first seen with mtime 1718717893.8351333
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/files/storage/memory.py first seen with mtime 1718717893.9951346
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/views/decorators/http.py first seen with mtime 1718717894.143136
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/cache.py first seen with mtime 1718717894.1231358
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/backends/postgresql/features.py first seen with mtime 1718717894.035135
DEBUG 2024-07-12 03:56:12,044 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/workbook/defined_name.py first seen with mtime 1718717903.7152212
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1718717893.3751292
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/properties.py first seen with mtime 1718717903.7232213
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/xml/constants.py first seen with mtime 1718717903.7272213
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/files/storage/base.py first seen with mtime 1718717893.9951346
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1718717893.367129
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/backends/django.py first seen with mtime 1718717894.1111357
DEBUG 2024-07-12 03:56:12,045 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/yaml/loader.py first seen with mtime 1718717905.2752352
DEBUG 2024-07-12 03:56:12,046 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/diff_match_patch/diff_match_patch.py first seen with mtime 1718717899.6151848
DEBUG 2024-07-12 03:56:12,046 autoreload File /usr/lib/python3.8/collections/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,046 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/defusedxml/ElementTree.py first seen with mtime 1718717899.5791843
DEBUG 2024-07-12 03:56:12,046 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/auth/views.py first seen with mtime 1718717893.2871284
DEBUG 2024-07-12 03:56:12,046 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/postgres/fields/citext.py first seen with mtime 1718717893.711132
DEBUG 2024-07-12 03:56:12,046 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/management/base.py first seen with mtime 1718717894.0031347
DEBUG 2024-07-12 03:56:12,047 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/asyncio.py first seen with mtime 1718717894.1231358
DEBUG 2024-07-12 03:56:12,047 autoreload File /usr/lib/python3.8/hmac.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,047 autoreload File /usr/lib/python3.8/email/utils.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,047 autoreload File /usr/lib/python3.8/http/server.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,047 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/draw.py first seen with mtime 1579366058.0
DEBUG 2024-07-12 03:56:12,047 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/packaging/__init__.py first seen with mtime 1718717903.6992211
DEBUG 2024-07-12 03:56:12,047 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/yaml/reader.py first seen with mtime 1718717905.3032353
DEBUG 2024-07-12 03:56:12,048 autoreload File /usr/lib/python3.8/http/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,048 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chart/_3d.py first seen with mtime 1718717903.6712208
DEBUG 2024-07-12 03:56:12,048 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/mail/message.py first seen with mtime 1718717893.9991348
DEBUG 2024-07-12 03:56:12,048 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/utils.py first seen with mtime 1718717894.1111357
DEBUG 2024-07-12 03:56:12,048 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1718717893.1991277
DEBUG 2024-07-12 03:56:12,048 autoreload File /usr/lib/python3.8/lib-dynload/termios.cpython-38-x86_64-linux-gnu.so first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,049 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/backends/base/__init__.py first seen with mtime 1718717894.0191348
DEBUG 2024-07-12 03:56:12,049 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/paginator.py first seen with mtime 1718717893.9831345
DEBUG 2024-07-12 03:56:12,049 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/functions/text.py first seen with mtime 1718717894.0631351
DEBUG 2024-07-12 03:56:12,049 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/_read_only.py first seen with mtime 1718717903.7152212
DEBUG 2024-07-12 03:56:12,049 autoreload File /usr/lib/python3.8/inspect.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,049 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/migrations/operations/base.py first seen with mtime 1718717894.047135
DEBUG 2024-07-12 03:56:12,050 autoreload File /usr/lib/python3.8/importlib/abc.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,050 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/comments/shape_writer.py first seen with mtime 1718717903.687221
DEBUG 2024-07-12 03:56:12,050 autoreload File /usr/lib/python3.8/bisect.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,050 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/messages/storage/base.py first seen with mtime 1718717893.707132
DEBUG 2024-07-12 03:56:12,050 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/backports/zoneinfo/_czoneinfo.cpython-38-x86_64-linux-gnu.so first seen with mtime 1718715619.2466846
DEBUG 2024-07-12 03:56:12,050 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1718717893.9911346
DEBUG 2024-07-12 03:56:12,051 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/translation/reloader.py first seen with mtime 1718717894.1391358
DEBUG 2024-07-12 03:56:12,051 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/backends/base/creation.py first seen with mtime 1718717894.023135
DEBUG 2024-07-12 03:56:12,051 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django_humanize/__init__.py first seen with mtime 1718717899.775186
DEBUG 2024-07-12 03:56:12,051 autoreload File /usr/lib/python3.8/datetime.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,051 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/namespaces.py first seen with mtime 1579366210.0
DEBUG 2024-07-12 03:56:12,051 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/drawing/xdr.py first seen with mtime 1718717903.6952212
DEBUG 2024-07-12 03:56:12,052 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/crispy_forms/templatetags/crispy_forms_utils.py first seen with mtime 1718717899.4911835
DEBUG 2024-07-12 03:56:12,052 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1718717893.9791346
DEBUG 2024-07-12 03:56:12,052 autoreload File /usr/lib/python3.8/socket.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,052 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1718717893.9791346
DEBUG 2024-07-12 03:56:12,052 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/library.py first seen with mtime 1718717894.1071358
DEBUG 2024-07-12 03:56:12,052 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/workbook/__init__.py first seen with mtime 1718717903.7112212
DEBUG 2024-07-12 03:56:12,053 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/sqlparse/keywords.py first seen with mtime 1718717888.867089
DEBUG 2024-07-12 03:56:12,053 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/chartsheet/publish.py first seen with mtime 1718717903.6832209
DEBUG 2024-07-12 03:56:12,053 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/sql/constants.py first seen with mtime 1718717894.0671353
DEBUG 2024-07-12 03:56:12,053 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/response.py first seen with mtime 1718717894.1111357
DEBUG 2024-07-12 03:56:12,053 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1718717894.047135
DEBUG 2024-07-12 03:56:12,054 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/attrconverters.py first seen with mtime 1579366058.0
DEBUG 2024-07-12 03:56:12,054 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/checks.py first seen with mtime 1718717892.9631255
DEBUG 2024-07-12 03:56:12,054 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/dateutil/relativedelta.py first seen with mtime 1718717905.159234
DEBUG 2024-07-12 03:56:12,054 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/query.py first seen with mtime 1718717894.0551353
DEBUG 2024-07-12 03:56:12,054 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/functional.py first seen with mtime 1718717894.131136
DEBUG 2024-07-12 03:56:12,055 autoreload File /usr/lib/python3.8/email/encoders.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,055 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/odf/table.py first seen with mtime 1579366058.0
DEBUG 2024-07-12 03:56:12,055 autoreload File /usr/lib/python3.8/xml/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,055 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/crispy_forms/templatetags/crispy_forms_tags.py first seen with mtime 1718717899.4871836
DEBUG 2024-07-12 03:56:12,055 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/checks/files.py first seen with mtime 1718717893.9871347
DEBUG 2024-07-12 03:56:12,055 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/core/files/uploadhandler.py first seen with mtime 1718717893.9951346
DEBUG 2024-07-12 03:56:12,056 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/transaction.py first seen with mtime 1718717894.0191348
DEBUG 2024-07-12 03:56:12,056 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/import_export/results.py first seen with mtime 1718717899.883187
DEBUG 2024-07-12 03:56:12,056 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/template/smartif.py first seen with mtime 1718717894.1111357
DEBUG 2024-07-12 03:56:12,056 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1718717893.9751344
DEBUG 2024-07-12 03:56:12,056 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/utils/ipv6.py first seen with mtime 1718717894.131136
DEBUG 2024-07-12 03:56:12,057 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/postgres/fields/ranges.py first seen with mtime 1718717893.7151322
DEBUG 2024-07-12 03:56:12,057 autoreload File /usr/lib/python3.8/logging/__init__.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,057 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/workbook/child.py first seen with mtime 1718717903.7112212
DEBUG 2024-07-12 03:56:12,057 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/openpyxl/worksheet/__init__.py first seen with mtime 1718717903.7152212
DEBUG 2024-07-12 03:56:12,057 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/yaml/_yaml.cpython-38-x86_64-linux-gnu.so first seen with mtime 1718717905.3032353
DEBUG 2024-07-12 03:56:12,057 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/middleware/csrf.py first seen with mtime 1718717894.1031356
DEBUG 2024-07-12 03:56:12,058 autoreload File /usr/lib/python3.8/site.py first seen with mtime 1711363369.0
DEBUG 2024-07-12 03:56:12,058 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/db/models/aggregates.py first seen with mtime 1718717894.047135
DEBUG 2024-07-12 03:56:12,058 autoreload File /home/mesele/erp/verp/lib/python3.8/site-packages/django/contrib/admin/apps.py first seen with mtime 1718717892.9631255
